,SMILES,pKa
2777,N#C[C@H]1CCCC[C@@H]1C(=O)O,3.86
2778,N#Cc1c(-c2nc3cc(Cl)ccc3o2)c(=O)oc2cc(O)ccc12,6.0
2779,N#Cc1c(-c2nc3ccccc3o2)c(=O)oc2cc(O)ccc12,6.07
2780,N#Cc1c(CN2CCC(Br)CC2)no[n+]1[O-],4.01
2781,N#Cc1cc(NS(=O)(=O)c2ccccc2C(F)(F)F)ccc1C(F)(F)F,5.1
2782,N#Cc1cc(NS(=O)(=O)c2ccccc2C(F)(F)F)ccc1Cl,5.8
2783,N#Cc1ccc(C(=O)O)cc1,3.53
2784,N#Cc1ccc(C(=O)S)cc1,1.42
2785,N#Cc1ccc(CC(C#N)C#N)cc1,10.96
2786,N#Cc1ccc(CN)cc1,8.72
2787,N#Cc1ccc(Cc2c3ccccc3nc3ccccc23)cc1,5.93
2788,N#Cc1ccc(N)c2ccccc12,1.2
2789,N#Cc1ccc(N)cc1,1.74
2790,N#Cc1ccc(NS(=O)(=O)c2ccccc2)cc1,6.78
2791,N#Cc1ccc(NS(=O)(=O)c2ccccc2C(F)(F)F)cc1Cl,5.1
2792,N#Cc1ccc(O)cc1,7.89
2793,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,5.8
2794,N#Cc1ccc(S(=O)(=O)C2(F)CCN(CCc3ccc(F)cc3F)CC2)cc1,6.4
2795,N#Cc1ccc(S(=O)(=O)NCc2ccccc2)cc1,10.35
2796,N#Cc1ccc2c(c1)CCN2,2.8
2797,N#Cc1cccc(C(=O)O)c1,3.6
2798,N#Cc1cccc(N)c1,2.83
2799,N#Cc1cccc(NS(=O)(=O)c2ccccc2)c1,7.15
2800,N#Cc1cccc(O)c1,8.63
2801,N#Cc1cccc(S(N)(=O)=O)c1,8.84
2802,N#Cc1ccccc1N,0.95
2803,N#Cc1ccccc1O,7.32
2804,N#Cc1ccccn1,-0.26
2805,N#Cc1cccnc1,1.48
2806,N#Cc1ccncc1,1.91
2807,N#Cc1cncc2ccccc12,2.04
2808,N=C(N)N,13.06
2809,N=C(N)N(CC1CC1)c1c(Br)cccc1Br,11.9
2810,N=C(N)N(c1ccccc1)c1ccccc1,10.42
2811,N=C(N)Nc1ccccc1,10.835
2812,N=C(N)Oc1ccccc1,8.29
2813,N=C(N)c1ccccc1,11.8
2814,N=C(Nc1ccccc1)Nc1ccccc1,9.94
2815,N=C(Nc1nsc2ccccc12)c1ccc(Cl)cc1,4.84
2816,N=C(Nc1nsc2ccccc12)c1ccccc1,5.4
2817,N=C(SCc1ccccc1)c1ccccc1,4.43
2818,N=C(Sc1ccccc1)c1ccccc1,4.48
2819,N=C(c1ccccc1)c1cccc(Cl)c1,5.69
2820,N=C(c1ccccc1)c1ccccc1,6.82
2821,N=C(c1ccccc1)c1ccccc1Cl,5.59
2822,N=C1C=C(N)C(=O)c2ccccc21,8.87
2823,N=C1CCCC1,8.95
2824,N=C1CCCCC1,9.15
2825,N=C1Cc2ccccc2N1,8.15
2826,N=c1c2ccccc2[nH]c2ccccc12,9.99
2827,NC(=O)C(CC(=O)O)c1ccccc1,4.23
2828,NC(=O)C(CCC(=O)O)c1ccccc1,4.64
2829,NC(=O)C(CCCCC(=O)O)c1ccccc1,4.79
2830,NC(=O)C(N)Cc1c[nH]c2ccccc12,7.55
2831,NC(=O)C(N)Cc1ccccc1,7.33
2832,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,13.52
2833,NC(=O)C1=CN2CCC1CC2,7.32
2834,NC(=O)C1C2c3ccccc3C(c3ccccc32)C1C(N)=O,-0.96
2835,NC(=O)C1CC2CCN1CC2,9.04
2836,NC(=O)C1CCCCN1,8.9
2837,NC(=O)CNC1CCC(OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1c1ccccc1,6.6
2838,NC(=O)CN[C@@H]1CC[C@H](OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H]1c1ccccc1,6.6
2839,NC(=O)CS,8.22
2840,NC(=O)Cc1ccc(C(=O)O)cc1,4.06
2841,NC(=O)Cc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.43
2842,NC(=O)Nc1ccc([N+](=O)[O-])cc1,14.0
2843,NC(=O)[C@@H](N)Cc1ccccc1,7.26
2844,NC(=O)[C@@H]1CCCN1,8.82
2845,NC(=S)NCc1ccccc1,0.86
2846,NC(=S)Nc1ccc(Br)cc1,12.35
2847,NC(=S)Nc1ccc(Cl)cc1,12.3
2848,NC(=S)Nc1ccc([N+](=O)[O-])cc1,10.75
2849,NC(=S)Nc1cccc(Cl)c1,12.0
2850,NC(=S)Nc1cccc([N+](=O)[O-])c1,11.1
2851,NC(=S)c1ccc(Br)cc1,12.46
2852,NC(=S)c1ccc([N+](=O)[O-])cc1,11.84
2853,NC(N)=S,6.313333
2854,NC12CC3CC(CC(C3)C1)C2,10.71
2855,NC12CCC(C1)C2,9.3
2856,NC12CCC(CC1)C2,10.19
2857,NC1=NS(=O)(=O)Nc2nsnc21,3.2
2858,NC1=NS(=O)(=O)c2ccccc21,11.4
2859,NC1=Nc2c(F)cc(Cl)cc2[C@H]2CCC[C@@H]12,8.2
2860,NC1=Nc2c(F)cccc2[C@H]2CCC[C@@H]12,8.5
2861,NC1=Nc2c(F)cccc2[C@H]2CCC[C@@]12F,6.6
2862,NC1=Nc2c(ccc(F)c2F)[C@H]2CCC[C@@H]12,8.0
2863,NC1=Nc2ccc(Cl)cc2[C@H]2CCC[C@@H]12,9.4
2864,NC1=Nc2ccc(Cl)cc2[C@H]2CCC[C@@]12F,7.6
2865,NC1=Nc2ccccc2[C@H]2CCC[C@@H]12,9.7
2866,NC1=Nc2ccccc2[C@H]2CCC[C@@]12F,7.9
2867,NC1CC1,9.1
2868,NC1CCCCC1,10.67
2869,NC1CCCc2ccccc21,9.66
2870,NC1CCN(OCc2ccccc2)C1=O,6.4
2871,NC1CCc2ccccc2C1,9.97
2872,NC1Cc2ccccc2C1,9.55
2873,NCC(F)(F)F,5.7
2874,NCC(F)F,7.195
2875,NCC(N)=O,8.05
2876,NCC1CCCCC1,10.52
2877,NCC=C(Cl)Cl,9.3
2878,NCCBr,8.5
2879,NCCC(=O)Oc1ccc([N+](=O)[O-])cc1,9.17
2880,NCCC(=O)c1ccccc1,8.3
2881,NCCC(F)(F)F,8.7
2882,NCCC=C(Cl)Cl,9.85
2883,NCCCBr,8.93
2884,NCCCC(F)(F)F,9.7
2885,NCCCCBr,10.0
2886,NCCCCCCBr,10.6
2887,NCCCCCc1ccccc1,10.51
2888,NCCCCOc1c2ccccc2cc2ccccc12,9.94
2889,NCCCCc1ccccc1,10.39
2890,NCCCCl,9.89
2891,NCCCF,9.9
2892,NCCC[n+]1cc(Br)c2ccccc2c1,9.53
2893,NCCC[n+]1ccc2c([N+](=O)[O-])cccc2c1,8.48
2894,NCCC[n+]1ccc2ccccc2c1,8.97
2895,NCCCc1ccccc1,10.27
2896,NCCCl,8.49
2897,NCCF,8.895
2898,NCC[n+]1cc(Br)c2ccccc2c1,6.71
2899,NCC[n+]1ccc2c([N+](=O)[O-])cccc2c1,6.65
2900,NCC[n+]1ccc2ccccc2c1,6.85
2901,NCCc1c[nH]c2ccccc12,10.2
2902,NCCc1ccc(Br)cc1,9.65
2903,NCCc1ccc(Cl)cc1,9.66
2904,NCCc1ccc([N+](=O)[O-])cc1,9.42
2905,NCCc1ccccc1,9.485
2906,NC[C@@H]1C[C@@]1(C(=O)N1Cc2ccccc2C1)c1cccs1,9.5
2907,NCc1cc(Cl)ccc1[N+](=O)[O-],8.19
2908,NCc1ccc(C=O)o1,8.1
2909,NCc1ccc(Cl)cc1,9.24
2910,NCc1ccc(Cl)cc1[N+](=O)[O-],8.34
2911,NCc1ccc([N+](=O)[O-])cc1,8.5
2912,NCc1ccccc1,9.48
2913,NCc1ccccc1[N+](=O)[O-],8.59
2914,NOCc1ccc(Cl)cc1,4.22
2915,NOCc1ccc([N+](=O)[O-])cc1,3.96
2916,NOCc1ccccc1,4.34
2917,NP(=O)(O)N(CCCl)CCCl,4.766667
2918,NS(=O)(=O)C(F)(F)Br,6.53
2919,NS(=O)(=O)C(F)(F)Cl,6.5
2920,NS(=O)(=O)C(F)(F)F,8.015
2921,NS(=O)(=O)C(F)(F)I,6.79
2922,NS(=O)(=O)C1=NN2CCS(=O)(=O)N=C2S1,6.7
2923,NS(=O)(=O)CCc1ccccc1,10.04
2924,NS(=O)(=O)Oc1ccc(C(=O)OC2CCCC2)cc1,8.73
2925,NS(=O)(=O)Oc1ccc(C(=O)OC2CCCCC2)cc1,8.81
2926,NS(=O)(=O)Oc1ccc(C(=O)OC2CCCCCC2)cc1,8.88
2927,NS(=O)(=O)Oc1ccc(C(=O)OC2CCCCCCC2)cc1,8.09
2928,NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,8.27
2929,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2,8.35
2930,NS(=O)(=O)c1ccc(C(F)(F)F)cc1,9.4
2931,NS(=O)(=O)c1ccc(Cl)c(Cl)c1,8.94
2932,NS(=O)(=O)c1ccc(Cl)cc1,9.725
2933,NS(=O)(=O)c1ccc(F)cc1,9.34
2934,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,8.63
2935,NS(=O)(=O)c1cccc(C(F)(F)F)c1,8.98
2936,NS(=O)(=O)c1cccc(Cl)c1,9.04
2937,NS(=O)(=O)c1cccc([N+](=O)[O-])c1,9.19
2938,NS(=O)(=O)c1ccccc1,9.7
2939,NS(=O)(=O)c1nc2ccccc2s1,7.8
2940,NS(=O)(=O)c1nn2c(=O)n(CCCl)c(=O)nc2s1,7.1
2941,N[C@@H]1C[C@@H]1c1ccccc1,8.47
2942,N[C@@H]1C[C@H]1c1ccccc1,8.2
2943,N[C@@H]1C[C@]1(F)c1ccc(C(F)(F)F)cc1,6.6
2944,N[C@@H]1C[C@]1(F)c1ccc(Cl)cc1,6.81
2945,N[C@@H]1C[C@]1(F)c1ccc(F)cc1,6.88
2946,N[C@@H]1C[C@]1(F)c1ccccc1,6.98
2947,N[C@H](COCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,7.93
2948,N[C@H]1CCCC[C@@H]1C(=O)Oc1ccc([N+](=O)[O-])cc1,8.57
2949,N[C@H]1CCCC[C@H]1C(=O)Oc1ccc([N+](=O)[O-])cc1,8.42
2950,N[C@H]1CCC[C@H]1C(=O)Oc1ccc([N+](=O)[O-])cc1,8.36
2951,N[C@H]1CCc2ccccc21,9.21
2952,N[C@H]1C[C@@H]1c1ccccc1,8.5
2953,N[C@H]1C[C@@]1(F)c1ccccc1,7.2
2954,N[C@H]1C[C@]1(F)c1ccc(C(F)(F)F)cc1,7.0
2955,N[C@H]1C[C@]1(F)c1ccc(Cl)cc1,7.19
2956,N[C@H]1C[C@]1(F)c1ccc(F)cc1,7.31
2957,N[C@H]1C[C@]1(F)c1ccccc1,7.35
2958,N[C@]1(c2ccccc2)C[C@]1(F)c1ccccc1,5.8
2959,N[n+]1ccccc1O,2.1
2960,Nc1c(Br)cccc1Br,0.36
2961,Nc1c2c(nc3ccccc13)CCCC2,9.91
2962,Nc1c2c(ncn2Cc2ccccc2)nc[n+]1[O-],6.7
2963,Nc1c2ccccc2nc2c1ccc1c([N+](=O)[O-])cccc12,7.1
2964,Nc1c2ccccc2nc2cccc([N+](=O)[O-])c12,7.3
2965,Nc1c2ccccc2nc2ccccc12,9.6
2966,Nc1c[nH]nc1[N+](=O)[O-],9.5
2967,Nc1cc(-c2ccccc2)nc2ccccc12,8.2
2968,Nc1cc(/C=C/c2c[nH]c3ccccc23)nc2ccccc12,9.5
2969,Nc1cc(/C=C/c2ccccc2)nc2ccccc12,9.3
2970,Nc1cc(Br)cc(Br)c1,2.49
2971,Nc1cc(N)c2ccccc2n1,9.45
2972,Nc1cc(N2CCc3ccccc3C2)nc2c1CCC2,9.4
2973,Nc1cc([N+](=O)[O-])c2ccccc2c1,2.62
2974,Nc1cc([N+](=O)[O-])cc2ccccc12,2.24
2975,Nc1cc2c(cc1Br)CCCC2,3.05
2976,Nc1cc2ccccc2cn1,5.05
2977,Nc1cc2ccccc2nn1,3.66
2978,Nc1cc[n+]([O-])cc1,3.61
2979,Nc1cc[nH]n1,4.11
2980,Nc1ccc(-c2ccccc2)cc1,4.38
2981,Nc1ccc(Br)cc1,3.79
2982,Nc1ccc(Br)cc1Br,2.3
2983,Nc1ccc(C(=O)c2ccccc2)cc1,2.24
2984,Nc1ccc(C(F)(F)F)cc1,2.57
2985,Nc1ccc(C=O)cc1,1.74
2986,Nc1ccc(Cl)c2ccccc12,3.4
2987,Nc1ccc(Cl)cc1,3.975
2988,Nc1ccc(Cl)cc1Cl,2.07
2989,Nc1ccc(Cl)cn1,4.83
2990,Nc1ccc(F)cc1,4.645
2991,Nc1ccc(I)cc1,3.79
2992,Nc1ccc([I+]c2ccccc2)cc1,1.66
2993,Nc1ccc([N+](=O)[O-])c(F)c1,-0.3
2994,Nc1ccc([N+](=O)[O-])c2ccccc12,0.53
2995,Nc1ccc([N+](=O)[O-])cc1,3.0325
2996,Nc1ccc2c([N+](=O)[O-])cccc2c1,3.16
2997,Nc1ccc2c(c1)-c1ccccc1C2,4.68
2998,Nc1ccc2c(c1)CCC2,5.35
2999,Nc1ccc2c(c1)CCCC2,5.2
3000,Nc1ccc2c(c1)Cc1c(F)cccc1-2,3.54
3001,Nc1ccc2c(c1Br)CCCC2,3.05
3002,Nc1ccc2cc([N+](=O)[O-])ccc2c1,2.9
3003,Nc1ccc2ccc([N+](=O)[O-])cc2c1,3.13
3004,Nc1ccc2cccc([N+](=O)[O-])c2c1,2.86
3005,Nc1cccc(-c2ccccc2)c1,4.28
3006,Nc1cccc(Br)c1,3.41
3007,Nc1cccc(C(F)(F)F)c1,3.49
3008,Nc1cccc(Cl)c1,3.59
3009,Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccccc2)n1,6.86
3010,Nc1cccc(F)c1,3.495
3011,Nc1cccc(I)c1,3.59
3012,Nc1cccc(N2CCc3ccccc3C2)n1,6.0
3013,Nc1cccc([I+]c2ccccc2)c1,1.87
3014,Nc1cccc([N+](=O)[O-])c1,3.233333
3015,Nc1cccc2c([N+](=O)[O-])cccc12,2.8
3016,Nc1cccc2c1CCCC2,4.5
3017,Nc1cccc2cc([N+](=O)[O-])ccc12,3.15
3018,Nc1cccc2ccc([N+](=O)[O-])cc12,2.83
3019,Nc1cccc2cccc([N+](=O)[O-])c12,2.79
3020,Nc1cccc2ccccc12,3.92
3021,Nc1cccc2ccnnc12,3.68
3022,Nc1ccccc1,4.257143
3023,Nc1ccccc1-c1ccccc1,3.81
3024,Nc1ccccc1Br,2.4
3025,Nc1ccccc1Cl,2.64
3026,Nc1ccccc1F,3.08
3027,Nc1ccccn1,3.954
3028,Nc1cccnc1,3.58
3029,Nc1cccnc1N,6.84
3030,Nc1cccnc1N1CCc2ccccc2C1,5.0
3031,Nc1cccnn1,5.19
3032,Nc1ccnc(-c2cccc(Cl)n2)c1,7.7
3033,Nc1ccnc(N2CCc3ccccc3C2)c1,8.5
3034,Nc1ccnc2cc(Cl)ccc12,8.22
3035,Nc1ccncc1,9.145
3036,Nc1ccncc1Br,7.15
3037,Nc1ccncc1F,4.77
3038,Nc1ccncc1N,9.06
3039,Nc1ccnnc1,6.69
3040,Nc1cn[nH]c1,5.57
3041,Nc1cnc2cc3ccccc3cc2c1,4.78
3042,Nc1cncc2ccccc12,6.28
3043,Nc1cncnc1,2.83
3044,Nc1cnnc2ccccc12,6.84
3045,Nc1nc2ccc(OC(F)(F)F)cc2s1,6.5
3046,Nc1nc2cccc[n+]2o1,7.18
3047,Nc1nc2ccccc2c2ccccc12,7.31
3048,Nc1nc2ccccc2s1,4.51
3049,Nc1ncc(-c2ccccc2)s1,4.9
3050,Nc1ncc(Br)s1,3.61
3051,Nc1ncc(Cl)s1,3.66
3052,Nc1ncc(Sc2ccccc2)s1,4.16
3053,Nc1ncc2ccccc2n1,4.8
3054,Nc1ncc2n1CC(Cc1cccc3c1OCO3)CC2,9.2
3055,Nc1nccc2ccccc12,7.62
3056,Nc1nccs1,5.44
3057,Nc1ncnc2c1nnn2Cc1ccco1,2.6
3058,Nc1ncnc2scnc12,2.77
3059,Nc1nncc2ccccc12,6.6
3060,Nc1nnnn1-c1ccc(Cl)cc1,0.78
3061,Nc1nnnn1-c1ccc([N+](=O)[O-])cc1,0.34
3062,Nc1nnnn1-c1cccc(Cl)c1,0.7
3063,Nc1nnnn1-c1cccc([N+](=O)[O-])c1,0.47
3064,Nc1nnnn1-c1ccccc1,1.12
3065,Nc1nnnn1Cc1ccccc1,1.44
3066,Nc1nsc2ccccc12,2.45
3067,Nn1nnnc1-c1ccccc1,-0.62
3068,O/C(=C/[n+]1ccccc1)c1ccccc1,4.8
3069,O/C(=C\c1ccccc1)c1ccco1,8.5
3070,O/N=C/C(F)(F)F,8.9
3071,O/N=C/c1nc(-c2cccs2)no1,8.03
3072,O=C(C1=C(O)C(=O)c2ccccc2C1=O)c1ccccc1,2.17
3073,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,15.02
3074,O=C(CC(=O)C(F)(F)F)c1ccccc1,6.3
3075,O=C(CC(=O)C(F)(F)F)c1cccs1,6.31
3076,O=C(CC(=O)c1ccc([N+](=O)[O-])cc1)Nc1ccccc1,8.7
3077,O=C(CC(=O)c1ccccc1)Nc1ccccc1,9.54
3078,O=C(CC(CO[N+](=O)[O-])O[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69
3079,O=C(CCC(CO[N+](=O)[O-])O[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69
3080,O=C(CCCC(CO[N+](=O)[O-])O[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69
3081,O=C(CCCCC(CO[N+](=O)[O-])O[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69
3082,O=C(CCCCCCO[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69
3083,O=C(CCCCCO[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69
3084,O=C(CCCCN1CCOCC1)c1ccccc1,7.5
3085,O=C(CCCCO[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69
3086,O=C(CCCN1CCOCC1)c1ccccc1,7.26
3087,O=C(CCCO[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69
3088,O=C(CCN1CCCCC1)c1ccccc1,9.23
3089,O=C(CCN1CCOCC1)c1cccc(Br)c1,6.8
3090,O=C(CCN1CCOCC1)c1ccccc1,6.5
3091,O=C(CCNCCC(=O)c1ccccc1)c1ccccc1,8.69
3092,O=C(CCO[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69
3093,O=C(CCc1ccccc1)NO,8.18
3094,O=C(CCl)CCl,11.0
3095,O=C(CN1CCC(S(=O)(=O)c2ccccc2)CC1)c1ccc(F)cc1F,6.3
3096,O=C(CN1CCOCC1)c1ccccc1,5.97
3097,O=C(C[N+](=O)[O-])c1ccccc1,5.19
3098,O=C(C[n+]1cccc2c3ccccc3ccc21)c1ccc([N+](=O)[O-])cc1,9.45
3099,O=C(C[n+]1cccc2c3ccccc3ccc21)c1ccccc1,11.35
3100,O=C(C[n+]1ccccc1)c1ccccc1,10.92
3101,O=C(Cc1ccccc1)NC1=C(c2ccoc2)C(=O)c2ccccc2C1=O,12.5
3102,O=C(Cc1ccccc1)NO,9.26
3103,O=C(Cc1ccccc1)c1cc[n+](Cc2ccc([N+](=O)[O-])cc2)cc1,8.68
3104,O=C(Cc1ccccc1)c1cc[n+](Cc2cccc([N+](=O)[O-])c2)cc1,8.68
3105,O=C(Cc1ccccc1)c1cc[n+](Cc2ccccc2)cc1,8.8
3106,O=C(Cc1ccccc1)c1cc[n+]([CH-]c2cccc([N+](=O)[O-])c2)cc1,11.61
3107,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OCCCCN1CCOCC1,8.4
3108,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OCCCN1CCOCC1,7.99
3109,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)OCCN1CCOCC1,7.52
3110,O=C(NBr)c1ccccc1,7.3
3111,O=C(NC1=C(c2ccoc2)C(=O)c2ccccc2C1=O)c1ccccc1,12.1
3112,O=C(NO)C1CCCCC1,9.87
3113,O=C(NO)c1ccc([N+](=O)[O-])cc1,8.02
3114,O=C(NO)c1cccc([N+](=O)[O-])c1,8.07
3115,O=C(NO)c1cccc2ccccc12,7.7
3116,O=C(NO)c1ccccc1,8.71
3117,O=C(NOC(=O)c1ccccc1)c1ccccc1,6.0
3118,O=C(O)/C(I)=C/c1ccccc1,3.3
3119,O=C(O)/C(I)=C\c1ccccc1,2.24
3120,O=C(O)/C=C(\I)c1ccccc1,3.4
3121,O=C(O)/C=C/C(=O)c1ccccc1,3.34
3122,O=C(O)/C=C/CCl,4.14
3123,O=C(O)/C=C/SC1CCCCC1,4.7
3124,O=C(O)/C=C/c1ccc2c(c1)OCO2,4.6
3125,O=C(O)/C=C/c1cccc(C(F)(F)F)c1,4.6
3126,O=C(O)/C=C/c1cccc(Cl)c1,4.8
3127,O=C(O)/C=C/c1cccc([N+](=O)[O-])c1,4.08
3128,O=C(O)/C=C/c1ccccc1,4.425
3129,O=C(O)/C=C/c1ccco1,4.29
3130,O=C(O)/C=C/c1cccs1,4.25
3131,O=C(O)/C=C/c1ccoc1,4.31
3132,O=C(O)/C=C\SC1CCCCC1,4.95
3133,O=C(O)/C=C\c1cccc(Cl)c1,3.71
3134,O=C(O)/C=C\c1cccc([N+](=O)[O-])c1,3.63
3135,O=C(O)/C=C\c1ccccc1,3.88
3136,O=C(O)C#CBr,1.9
3137,O=C(O)C#CCl,1.89
3138,O=C(O)C#CI,2.0
3139,O=C(O)C#COc1ccccc1,3.09
3140,O=C(O)C#CSc1ccccc1,2.11
3141,O=C(O)C#Cc1ccccc1,2.26
3142,O=C(O)C(=O)/C=C/c1ccccc1,1.97
3143,O=C(O)C(=O)c1ccccc1,1.22
3144,O=C(O)C(F)F,1.24
3145,O=C(O)C(F)c1ccccc1,2.45
3146,O=C(O)C12CC3(F)CC(F)(CC(F)(C3)C1)C2,3.24
3147,O=C(O)C12CC3CC(CC(C3)C1)C2,4.95
3148,O=C(O)C12CC3CC(CC(F)(C3)C1)C2,4.22
3149,O=C(O)C12CCC(C1)C2,3.96
3150,O=C(O)C12CCC(CC1)C2,4.89
3151,O=C(O)C1=C/C=C\C=C/C=C\1,4.4
3152,O=C(O)C1C2CCC1CC2,4.85
3153,O=C(O)C1C=Cc2ccccc21,6.635
3154,O=C(O)C1CC1,4.83
3155,O=C(O)C1CC1(Br)Br,3.57
3156,O=C(O)C1CC1(Cl)Cl,3.51
3157,O=C(O)C1CCC1,4.79
3158,O=C(O)C1CCCC1,4.99
3159,O=C(O)C1CCCCC1,4.89
3160,O=C(O)C1CCCCO1,3.84
3161,O=C(O)C1CCCOC1,4.25
3162,O=C(O)C1CCCc2ccccc2O1,3.63
3163,O=C(O)C1CCOc2ccc(Cl)cc21,4.9
3164,O=C(O)C1CCc2ccccc2O1,3.38
3165,O=C(O)C1COCCO1,3.15
3166,O=C(O)C1Cc2ccccc2O1,3.25
3167,O=C(O)C1c2ccccc2-c2ccccc21,10.685
3168,O=C(O)C1c2ccccc2Oc2ccccc21,3.89
3169,O=C(O)C=C=Cc1ccccc1,3.7
3170,O=C(O)CBr,2.87
3171,O=C(O)CC#Cc1ccccc1,3.44
3172,O=C(O)CC(c1ccccc1)c1ccccc1Cl,4.7
3173,O=C(O)CC1CCCCC1,4.8
3174,O=C(O)CC1CCCCO1,4.39
3175,O=C(O)CCBr,3.86
3176,O=C(O)CCC(=O)C=C=Cc1ccccc1,13.3
3177,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,4.46
3178,O=C(O)CCC(=O)c1ccc2ccccc2c1,4.96
3179,O=C(O)CCC(=O)c1cccc2ccccc12,4.48
3180,O=C(O)CCC1CCCCC1,4.91
3181,O=C(O)CCCC1CCCCC1,4.95
3182,O=C(O)CCCCC1CCSS1,4.82
3183,O=C(O)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,5.19
3184,O=C(O)CCCCc1ccccc1,4.88
3185,O=C(O)CCCN1C(=O)S/C(=C\C=C\c2ccccc2)C1=O,3.89
3186,O=C(O)CCCOC(=O)CCCBr,4.6
3187,O=C(O)CCCP,4.53
3188,O=C(O)CCCc1c[nH]c2ccccc12,4.82
3189,O=C(O)CCCc1ccccc1,4.78
3190,O=C(O)CCCc1cccs1,4.54
3191,O=C(O)CCCl,4.04
3192,O=C(O)CCP,4.23
3193,O=C(O)CCc1c[nH]c2ccccc12,4.87
3194,O=C(O)CCc1ccc(Br)cc1,4.33
3195,O=C(O)CCc1ccc(Cl)cc1,4.65
3196,O=C(O)CCc1ccc([N+](=O)[O-])cc1,4.54
3197,O=C(O)CCc1ccccc1,4.615
3198,O=C(O)CCc1ccco1,4.36
3199,O=C(O)CCc1cccs1,4.34
3200,O=C(O)CCc1ccoc1,4.44
3201,O=C(O)CCc1ccsc1,4.45
3202,O=C(O)CCc1nnnn1-c1ccccc1,5.0
3203,O=C(O)CCl,2.85
3204,O=C(O)CF,2.61
3205,O=C(O)CI,3.16
3206,O=C(O)CN(Cc1ccccc1)S(=O)(=O)c1ccc(OC(F)F)cc1,3.4
3207,O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,4.8
3208,O=C(O)COc1cc2c(c(Cl)c1Cl)C(=O)C(C1CCCC1)C2,3.9
3209,O=C(O)COc1cc2c(c(Cl)c1Cl)C(=O)C(CC1CCCC1)C2,3.8
3210,O=C(O)COc1cc2c(c(Cl)c1Cl)C1=CC(=O)CCC1(C1CCCC1)C2,3.83
3211,O=C(O)COc1ccc([N+](=O)[O-])cc1,2.89
3212,O=C(O)COc1ccccc1,3.175
3213,O=C(O)COc1ccccc1[N+](=O)[O-],2.9
3214,O=C(O)CP,4.07
3215,O=C(O)CS/C=C/c1ccccc1,3.5
3216,O=C(O)CSC(c1ccccc1)(c1ccccc1)c1ccccc1,4.32
3217,O=C(O)CSCCc1ccccc1,3.8
3218,O=C(O)CSCc1ccccc1,3.73
3219,O=C(O)CSc1ccc([N+](=O)[O-])cc1,3.2
3220,O=C(O)CSc1cccc([N+](=O)[O-])c1,3.4
3221,O=C(O)CSc1ccccc1,3.52
3222,O=C(O)CSc1ccccc1[N+](=O)[O-],3.18
3223,O=C(O)C[Se]c1ccc([N+](=O)[O-])cc1,3.46
3224,O=C(O)C[Se]c1cccc([N+](=O)[O-])c1,3.55
3225,O=C(O)C[Se]c1ccccc1,3.75
3226,O=C(O)C[Se]c1ccccc1[N+](=O)[O-],3.45
3227,O=C(O)Cc1c(-c2ccccc2)ccc2ccccc12,6.9
3228,O=C(O)Cc1c[nH]c2ccccc12,4.39
3229,O=C(O)Cc1cc(-c2ccccc2)c2ccccc2c1,7.0
3230,O=C(O)Cc1cc(-c2ccccc2)cc2ccccc12,6.7
3231,O=C(O)Cc1cc2ccccc2cc1-c1ccccc1,7.1
3232,O=C(O)Cc1ccc(-c2ccccc2)c2ccccc12,6.8
3233,O=C(O)Cc1ccc(-c2ccccc2)cc1,4.46
3234,O=C(O)Cc1ccc(Cl)s1,3.89
3235,O=C(O)Cc1ccc2c(-c3ccccc3)cccc2c1,6.6
3236,O=C(O)Cc1ccc2cc(-c3ccccc3)ccc2c1,6.6
3237,O=C(O)Cc1ccc2ccc(-c3ccccc3)cc2c1,6.7
